NAME,CITY,STATE,YEAR,TOT_UNITS,MED_VALUE,MED_RENT,OCCUP_OCCUP,VACANT,OCCUP_TENURE,OCCUP_OWNR,OCCUP_RENTR,BUILT_2020,BUILT_2010,BUILT_2000,BUILT_1990,BUILT_1980,BUILT_1970,BUILT_1960,BUILT_1950,BUILT_1940,BUILT_1939
"Santa Clara city, California",Santa Clara city, California,2010,44117,610300.0,1445.0,41419,2698,18435,22984,2.6,2788.0,3437.0,3235.0,3791.0,7173.0,8736.0,11417.0,1892.0,1648.0,44117.0
"Santa Clarita city, California",Santa Clarita city, California,2010,62687,368800.0,1474.0,60079,2608,42327,17752,2.99,2473.0,6726.0,9344.0,19471.0,11320.0,10493.0,1671.0,445.0,744.0,62687.0
"Santa Maria city, California",Santa Maria city, California,2010,29373,259200.0,1115.0,27948,1425,14777,13171,3.14,1966.0,3221.0,3676.0,5760.0,5460.0,4184.0,2316.0,1744.0,1046.0,29373.0
"Santa Monica city, California",Santa Monica city, California,2010,48665,991000.0,1440.0,44513,4152,12399,32114,2.4,1291.0,1394.0,3723.0,3716.0,10619.0,9646.0,7229.0,5284.0,5763.0,48665.0
"Santa Rosa city, California",Santa Rosa city, California,2010,66153,373900.0,1179.0,61327,4826,32585,28742,2.6,2554.0,6323.0,8020.0,11989.0,15598.0,7911.0,5982.0,4207.0,3569.0,66153.0
"Simi Valley city, California",Simi Valley city, California,2010,42767,456900.0,1564.0,41770,997,29462,12308,3.05,1690.0,3360.0,5740.0,9090.0,8845.0,11372.0,1786.0,383.0,501.0,42767.0
"South Gate city, California",South Gate city, California,2010,24412,288700.0,948.0,23488,924,10884,12604,4.22,97.0,725.0,239.0,1042.0,1485.0,2584.0,3709.0,9281.0,5250.0,24412.0
"Stockton city, California",Stockton city, California,2010,100835,171500.0,928.0,91200,9635,47779,43421,3.1,5907.0,11255.0,14776.0,14695.0,20300.0,10266.0,10104.0,5269.0,8263.0,100835.0
"Sunnyvale city, California",Sunnyvale city, California,2010,56612,719000.0,1392.0,53388,3224,25349,28039,2.7,2546.0,2249.0,6356.0,5209.0,12553.0,13725.0,10247.0,2619.0,1108.0,56612.0
"Temecula city, California",Temecula city, California,2010,33732,289800.0,1252.0,31261,2471,21602,9659,3.3,3243.0,7304.0,12060.0,7979.0,2203.0,232.0,418.0,144.0,149.0,33732.0
"Thousand Oaks city, California",Thousand Oaks city, California,2010,47345,614700.0,1885.0,45316,2029,32070,13246,2.78,998.0,5546.0,5695.0,7768.0,14582.0,9939.0,2227.0,437.0,153.0,47345.0
"Torrance city, California",Torrance city, California,2010,58042,630800.0,1392.0,53648,4394,31599,22049,2.79,1089.0,1644.0,2464.0,4703.0,10911.0,13706.0,17450.0,4259.0,1816.0,58042.0
"Tracy city, California",Tracy city, California,2010,27541,270300.0,1286.0,25809,1732,16533,9276,3.16,1873.0,7379.0,7202.0,4045.0,2252.0,1284.0,1872.0,653.0,981.0,27541.0
"Turlock city, California",Turlock city, California,2010,26274,196600.0,914.0,23960,2314,14438,9522,2.95,1287.0,5404.0,3962.0,4678.0,4491.0,2712.0,1903.0,817.0,1020.0,26274.0
"Tustin city, California",Tustin city, California,2010,25884,574300.0,1372.0,24057,1827,12415,11642,3.21,1594.0,1226.0,5303.0,3847.0,5310.0,7099.0,649.0,333.0,523.0,25884.0
"Union City city, California",Union City city, California,2010,21414,475300.0,1332.0,20822,592,13756,7066,3.28,1376.0,941.0,2985.0,2747.0,9171.0,2744.0,634.0,280.0,536.0,21414.0
"Upland city, California",Upland city, California,2010,27554,406400.0,1082.0,25870,1684,15460,10410,2.92,2113.0,858.0,1801.0,6174.0,7441.0,4999.0,2328.0,1011.0,829.0,27554.0
"Vacaville city, California",Vacaville city, California,2010,29846,256500.0,1384.0,28430,1416,18168,10262,2.98,1746.0,3319.0,4551.0,5638.0,9143.0,2978.0,1563.0,436.0,472.0,29846.0
"Vallejo city, California",Vallejo city, California,2010,48099,237400.0,1095.0,41042,7057,23834,17208,2.83,866.0,3218.0,4119.0,7162.0,7991.0,5784.0,6828.0,5706.0,6425.0,48099.0
"Victorville city, California",Victorville city, California,2010,35444,140400.0,969.0,31689,3755,18941,12748,3.41,5857.0,7086.0,6661.0,8512.0,3258.0,2282.0,927.0,487.0,374.0,35444.0
"Visalia city, California",Visalia city, California,2010,43370,187300.0,891.0,40709,2661,25041,15668,3.02,5647.0,4656.0,5737.0,6812.0,10257.0,3682.0,3646.0,1321.0,1612.0,43370.0
"Vista city, California",Vista city, California,2010,31400,353800.0,1237.0,29982,1418,15799,14183,2.71,1147.0,825.0,3472.0,9828.0,9809.0,3967.0,1513.0,366.0,473.0,31400.0
"West Covina city, California",West Covina city, California,2010,32638,371600.0,1230.0,31286,1352,18826,12460,3.4,686.0,1313.0,2110.0,3778.0,7058.0,4951.0,11412.0,875.0,455.0,32638.0
"Westminster city, California",Westminster city, California,2010,27687,452700.0,1161.0,26838,849,14627,12211,3.41,167.0,932.0,1890.0,2433.0,7293.0,8126.0,4759.0,1327.0,760.0,27687.0
"Whittier city, California",Whittier city, California,2010,29029,431300.0,1119.0,27969,1060,15020,12949,2.98,356.0,50.0,697.0,2607.0,2501.0,5070.0,10432.0,3765.0,3551.0,29029.0
"Yorba Linda city, California",Yorba Linda city, California,2010,21704,673700.0,1844.0,21292,412,17807,3485,3.08,1284.0,1490.0,2738.0,6993.0,6381.0,1826.0,632.0,170.0,190.0,21704.0
"Arvada city, Colorado",Arvada city, Colorado,2010,44936,237800.0,927.0,42551,2385,30875,11676,2.61,2855.0,2451.0,5418.0,6615.0,12124.0,8754.0,5252.0,553.0,914.0,44936.0
"Aurora city, Colorado",Aurora city, Colorado,2010,128354,175300.0,869.0,119559,8795,72736,46823,2.65,8674.0,13047.0,11632.0,34426.0,36683.0,12793.0,8458.0,1823.0,818.0,128354.0
"Boulder city, Colorado",Boulder city, Colorado,2010,42475,529300.0,1082.0,39893,2582,18716,21177,2.42,1437.0,2918.0,5011.0,5939.0,10488.0,7596.0,4287.0,1160.0,3639.0,42475.0
"Centennial city, Colorado",Centennial city, Colorado,2010,40392,283100.0,1154.0,38946,1446,32394,6552,2.6,1176.0,1488.0,7079.0,11127.0,12487.0,5257.0,1612.0,126.0,40.0,40392.0
"Colorado Springs city, Colorado",Colorado Springs city, Colorado,2010,180535,211700.0,765.0,167361,13174,97971,69390,2.59,11023.0,20395.0,29597.0,32428.0,34879.0,21185.0,16235.0,4167.0,10626.0,180535.0
"Denver city, Colorado",Denver city, Colorado,2010,285859,250100.0,811.0,262093,23766,131790,130303,2.39,16951.0,24820.0,18732.0,23261.0,44120.0,35852.0,44707.0,18325.0,59091.0,285859.0
"Fort Collins city, Colorado",Fort Collins city, Colorado,2010,58197,246700.0,900.0,54989,3208,30623,24366,2.6,4834.0,7505.0,11359.0,10485.0,12808.0,4501.0,2194.0,1396.0,3115.0,58197.0
"Greeley city, Colorado",Greeley city, Colorado,2010,36306,165100.0,672.0,33464,2842,19402,14062,2.78,2264.0,4991.0,6189.0,3736.0,6142.0,5066.0,2565.0,969.0,4384.0,36306.0
"Highlands Ranch CDP, Colorado",Highlands Ranch CDP, Colorado,2010,34354,338700.0,1505.0,33242,1112,27424,5818,2.97,3306.0,7265.0,17908.0,5561.0,232.0,0.0,0.0,0.0,82.0,34354.0
"Lakewood city, Colorado",Lakewood city, Colorado,2010,64112,234100.0,866.0,60584,3528,35990,24594,2.36,1997.0,3553.0,5567.0,12298.0,14744.0,13588.0,9156.0,2204.0,1005.0,64112.0
"Longmont city, Colorado",Longmont city, Colorado,2010,35075,242100.0,910.0,33777,1298,20707,13070,2.69,1759.0,5482.0,7807.0,4504.0,8275.0,3247.0,908.0,541.0,2552.0,35075.0
"Loveland city, Colorado",Loveland city, Colorado,2010,29701,212000.0,884.0,27117,2584,17258,9859,2.55,2984.0,4618.0,7095.0,2458.0,5555.0,2655.0,841.0,729.0,2766.0,29701.0
"Pueblo city, Colorado",Pueblo city, Colorado,2010,48618,115700.0,620.0,43641,4977,26404,17237,2.39,1363.0,2361.0,4110.0,2584.0,8812.0,6171.0,8860.0,4257.0,10100.0,48618.0
"Thornton city, Colorado",Thornton city, Colorado,2010,43508,203700.0,1005.0,40119,3389,27779,12340,3.05,4769.0,7929.0,10539.0,7070.0,8364.0,1979.0,2670.0,145.0,43.0,43508.0
"Westminster city, Colorado",Westminster city, Colorado,2010,44720,220100.0,903.0,40975,3745,26156,14819,2.58,1364.0,4026.0,9180.0,11041.0,12179.0,2558.0,3049.0,433.0,890.0,44720.0
"Bridgeport city, Connecticut",Bridgeport city, Connecticut,2010,57186,219300.0,1052.0,48088,9098,20712,27376,2.96,685.0,277.0,1787.0,4289.0,6393.0,5166.0,10305.0,6109.0,22175.0,57186.0
"Danbury city, Connecticut",Danbury city, Connecticut,2010,33252,319700.0,1219.0,29546,3706,17868,11678,2.47,1439.0,2491.0,2650.0,4016.0,5161.0,5165.0,3998.0,1500.0,6832.0,33252.0
"Hartford city, Connecticut",Hartford city, Connecticut,2010,55385,184700.0,841.0,46376,9009,10287,36089,2.58,1008.0,1140.0,1630.0,4366.0,3509.0,7327.0,6494.0,6605.0,23306.0,55385.0
"New Britain city, Connecticut",New Britain city, Connecticut,2010,29900,167600.0,831.0,28231,1669,11486,16745,2.63,298.0,110.0,233.0,1767.0,3566.0,4107.0,6215.0,3357.0,10247.0,29900.0
"New Haven city, Connecticut",New Haven city, Connecticut,2010,57308,223900.0,1042.0,49378,7930,14445,34933,2.63,1260.0,1689.0,2944.0,4755.0,5485.0,4215.0,3890.0,2623.0,30447.0,57308.0
"Norwalk city, Connecticut",Norwalk city, Connecticut,2010,41855,423600.0,1281.0,39514,2341,25143,14371,2.4,826.0,1747.0,1105.0,5671.0,7082.0,6175.0,6992.0,2119.0,10138.0,41855.0
"Stamford city, Connecticut",Stamford city, Connecticut,2010,46854,532100.0,1445.0,43537,3317,22439,21098,2.78,1366.0,1888.0,3111.0,7070.0,7440.0,6960.0,7662.0,3278.0,8079.0,46854.0
"Waterbury city, Connecticut",Waterbury city, Connecticut,2010,48321,156600.0,852.0,41553,6768,19847,21706,2.8,678.0,935.0,1521.0,6502.0,5570.0,4410.0,8232.0,5423.0,15050.0,48321.0
"Wilmington city, Delaware",Wilmington city, Delaware,2010,33941,200000.0,823.0,28284,5657,13467,14817,2.29,1291.0,1411.0,1233.0,1754.0,1632.0,2637.0,3719.0,3666.0,16598.0,33941.0
"Washington city, District of Columbia",Washington city, District of Columbia,2010,296836,426900.0,1198.0,252388,44448,107193,145195,2.31,13846.0,10858.0,9074.0,11183.0,19323.0,37909.0,43346.0,49982.0,101315.0,296836.0
"Alafaya CDP, Florida",Alafaya CDP, Florida,2010,30549,208400.0,1136.0,27067,3482,16659,10408,3.36,,,,,,,,,,30549.0
"Boca Raton city, Florida",Boca Raton city, Florida,2010,46439,347800.0,1370.0,35708,10731,24716,10992,2.3,1177.0,1992.0,6816.0,12324.0,14189.0,6648.0,2549.0,691.0,53.0,46439.0
"Boynton Beach city, Florida",Boynton Beach city, Florida,2010,35757,146700.0,1174.0,27734,8023,19280,8454,2.26,2028.0,3769.0,4906.0,7454.0,10046.0,4570.0,2121.0,521.0,342.0,35757.0
"Brandon CDP, Florida",Brandon CDP, Florida,2010,44034,153500.0,971.0,38638,5396,22938,15700,2.88,3673.0,7773.0,10739.0,10747.0,6231.0,2651.0,1678.0,469.0,73.0,44034.0
"Cape Coral city, Florida",Cape Coral city, Florida,2010,74370,133000.0,968.0,54609,19761,39396,15213,2.74,11291.0,21014.0,13287.0,14608.0,9492.0,4019.0,425.0,61.0,173.0,74370.0
"Clearwater city, Florida",Clearwater city, Florida,2010,57035,166200.0,930.0,45419,11616,27410,18009,2.18,654.0,2768.0,5889.0,15363.0,16066.0,7129.0,5371.0,2043.0,1752.0,57035.0
"Coral Springs city, Florida",Coral Springs city, Florida,2010,44948,270900.0,1231.0,39826,5122,26352,13474,3.08,884.0,3810.0,10916.0,14771.0,12573.0,1499.0,113.0,0.0,382.0,44948.0
"Davie town, Florida",Davie town, Florida,2010,36048,194400.0,1149.0,31760,4288,22987,8773,2.83,1806.0,5435.0,7214.0,10146.0,7763.0,3003.0,624.0,57.0,0.0,36048.0
"Deerfield Beach city, Florida",Deerfield Beach city, Florida,2010,41300,106100.0,1062.0,31590,9710,20194,11396,2.32,347.0,1385.0,3577.0,9687.0,17298.0,6236.0,2440.0,67.0,263.0,41300.0
"Deltona city, Florida",Deltona city, Florida,2010,32735,137700.0,1109.0,28049,4686,23430,4619,2.88,1897.0,4990.0,7559.0,12282.0,3921.0,1748.0,102.0,182.0,54.0,32735.0
"Fort Lauderdale city, Florida",Fort Lauderdale city, Florida,2010,94496,232600.0,1057.0,72824,21672,40486,32338,2.26,5728.0,6024.0,5374.0,5519.0,19006.0,23720.0,22661.0,3455.0,3009.0,94496.0
"Fort Myers city, Florida",Fort Myers city, Florida,2010,36926,131500.0,762.0,22653,14273,9690,12963,2.64,4247.0,10950.0,3491.0,4544.0,4618.0,3940.0,2343.0,1284.0,1509.0,36926.0
"Gainesville city, Florida",Gainesville city, Florida,2010,56494,167600.0,867.0,45044,11450,18285,26759,2.43,5787.0,4506.0,7796.0,10699.0,12379.0,6752.0,4755.0,1872.0,1948.0,56494.0
"Hialeah city, Florida",Hialeah city, Florida,2010,72117,165600.0,933.0,68501,3616,36174,32327,3.52,858.0,822.0,7366.0,12081.0,20177.0,14671.0,12528.0,2727.0,887.0,72117.0
"Hollywood city, Florida",Hollywood city, Florida,2010,71362,176100.0,972.0,55597,15765,33573,22024,2.64,1403.0,2585.0,5728.0,7044.0,17567.0,21463.0,12309.0,2271.0,992.0,71362.0
"Jacksonville city, Florida",Jacksonville city, Florida,2010,368037,155000.0,879.0,308173,59864,190954,117219,2.68,34982.0,43760.0,58828.0,59318.0,45204.0,41550.0,43622.0,20192.0,20581.0,368037.0
"Kendall CDP, Florida",Kendall CDP, Florida,2010,32395,293200.0,1245.0,28651,3744,18911,9740,2.82,706.0,1929.0,2587.0,7973.0,13006.0,4377.0,1692.0,0.0,125.0,32395.0
"Lakeland city, Florida",Lakeland city, Florida,2010,48014,123100.0,808.0,39153,8861,21742,17411,2.28,2646.0,3933.0,5458.0,10294.0,10395.0,5564.0,4902.0,1085.0,3737.0,48014.0
"Largo city, Florida",Largo city, Florida,2010,45784,106500.0,882.0,35138,10646,21449,13689,2.24,332.0,1556.0,2985.0,11604.0,19349.0,5484.0,2767.0,537.0,1170.0,45784.0
"Lauderhill city, Florida",Lauderhill city, Florida,2010,28371,123800.0,968.0,22585,5786,13596,8989,2.92,495.0,592.0,1993.0,5079.0,13279.0,5246.0,897.0,566.0,224.0,28371.0
"Lehigh Acres CDP, Florida",Lehigh Acres CDP, Florida,2010,34802,77500.0,928.0,25070,9732,16948,8122,3.18,6591.0,10828.0,4500.0,4833.0,3581.0,3179.0,813.0,477.0,0.0,34802.0
"Melbourne city, Florida",Melbourne city, Florida,2010,40139,117800.0,840.0,32446,7693,20719,11727,2.3,2760.0,2178.0,7268.0,9707.0,6285.0,6288.0,4696.0,63.0,894.0,40139.0
"Miami city, Florida",Miami city, Florida,2010,188150,222100.0,879.0,145822,42328,47978,97844,2.84,15329.0,22739.0,9211.0,13204.0,24477.0,19708.0,27849.0,37249.0,18384.0,188150.0
"Miami Beach city, Florida",Miami Beach city, Florida,2010,68849,286100.0,1058.0,43034,25815,17267,25767,2.0,2034.0,4991.0,5734.0,4554.0,10247.0,16995.0,11845.0,6488.0,5961.0,68849.0
"Miami Gardens city, Florida",Miami Gardens city, Florida,2010,32994,145900.0,991.0,29672,3322,19205,10467,3.5,1662.0,635.0,1860.0,3043.0,7308.0,7648.0,9486.0,951.0,401.0,32994.0
"Miramar city, Florida",Miramar city, Florida,2010,39818,195700.0,1372.0,35156,4662,25992,9164,3.43,4396.0,11682.0,8203.0,4371.0,4379.0,4763.0,1944.0,46.0,34.0,39818.0
"Orlando city, Florida",Orlando city, Florida,2010,119552,181100.0,922.0,96753,22799,38569,58184,2.57,11092.0,20373.0,16858.0,21808.0,15518.0,10742.0,13978.0,3560.0,5623.0,119552.0
"Palm Bay city, Florida",Palm Bay city, Florida,2010,41730,113900.0,884.0,35197,6533,26028,9169,2.89,5446.0,5648.0,8961.0,14084.0,5596.0,1446.0,296.0,253.0,0.0,41730.0
"Palm Coast city, Florida",Palm Coast city, Florida,2010,34483,168500.0,1041.0,27503,6980,22231,5272,2.7,6376.0,10825.0,8610.0,5885.0,1863.0,339.0,0.0,435.0,150.0,34483.0
"Pembroke Pines city, Florida",Pembroke Pines city, Florida,2010,60351,215600.0,1314.0,54641,5710,40749,13892,2.9,1155.0,6708.0,25206.0,12375.0,9942.0,3181.0,1371.0,413.0,0.0,60351.0
"Plantation city, Florida",Plantation city, Florida,2010,38833,230900.0,1284.0,35807,3026,23778,12029,2.32,971.0,1220.0,8491.0,12252.0,10055.0,3629.0,1865.0,178.0,172.0,38833.0
"Pompano Beach city, Florida",Pompano Beach city, Florida,2010,56532,166300.0,1033.0,40598,15934,23481,17117,2.28,1756.0,3060.0,3351.0,8845.0,19557.0,11916.0,7401.0,302.0,344.0,56532.0
"Port St. Lucie city, Florida",Port St. Lucie city, Florida,2010,70419,136400.0,1092.0,59372,11047,46779,12593,2.69,13102.0,16842.0,15604.0,17512.0,6426.0,721.0,112.0,33.0,67.0,70419.0
"Riverview CDP, Florida",Riverview CDP, Florida,2010,26231,166100.0,1170.0,22819,3412,17775,5044,2.99,4695.0,4715.0,7419.0,5446.0,2833.0,716.0,195.0,56.0,156.0,26231.0
"St. Petersburg city, Florida",St. Petersburg city, Florida,2010,131192,143300.0,881.0,105816,25376,67102,38714,2.34,2993.0,4598.0,4780.0,13726.0,27835.0,26803.0,30720.0,7314.0,12423.0,131192.0
"Spring Hill CDP, Florida",Spring Hill CDP, Florida,2010,45330,129400.0,863.0,37992,7338,30527,7465,2.44,3951.0,10205.0,7692.0,16127.0,5382.0,1712.0,135.0,84.0,42.0,45330.0
"Sunrise city, Florida",Sunrise city, Florida,2010,37152,156800.0,1239.0,30980,6172,23111,7869,2.69,935.0,1395.0,7088.0,11454.0,12027.0,3016.0,619.0,213.0,405.0,37152.0
"Tallahassee city, Florida",Tallahassee city, Florida,2010,84604,186300.0,894.0,72716,11888,31562,41154,2.29,7363.0,11237.0,15033.0,18711.0,13797.0,6526.0,6889.0,2656.0,2392.0,84604.0
"Tampa city, Florida",Tampa city, Florida,2010,158988,171100.0,881.0,133070,25918,67733,65337,2.57,10476.0,15963.0,16664.0,19461.0,27942.0,20851.0,26374.0,8846.0,12411.0,158988.0
"Town 'n' Country CDP, Florida",Town 'n' Country CDP, Florida,2010,32953,148400.0,927.0,29859,3094,18024,11835,2.92,1256.0,2888.0,6369.0,7588.0,9869.0,3664.0,1144.0,120.0,55.0,32953.0
"Weston city, Florida",Weston city, Florida,2010,24622,349200.0,1802.0,21282,3340,14878,6404,3.02,379.0,4915.0,13794.0,4047.0,1355.0,0.0,132.0,0.0,0.0,24622.0
"West Palm Beach city, Florida",West Palm Beach city, Florida,2010,53034,165700.0,977.0,41661,11373,22235,19426,2.36,2757.0,12259.0,5066.0,8042.0,8008.0,4308.0,5139.0,3129.0,4326.0,53034.0
"Albany city, Georgia",Albany city, Georgia,2010,33375,92900.0,691.0,29469,3906,11807,17662,2.22,2240.0,2561.0,3809.0,2987.0,7364.0,6692.0,4814.0,1520.0,1388.0,33375.0
"Athens-Clarke County unified government (balance), Georgia",Athens-Clarke County unified government (balance), Georgia,2010,50556,161100.0,746.0,39329,11227,18112,21217,2.38,3518.0,5279.0,9743.0,9448.0,9605.0,6397.0,2948.0,1141.0,2477.0,50556.0
"Atlanta city, Georgia",Atlanta city, Georgia,2010,225203,228800.0,892.0,172159,53044,76417,95742,2.28,26671.0,29914.0,22457.0,17187.0,25924.0,31392.0,26914.0,15764.0,28980.0,225203.0
"Augusta-Richmond County consolidated government (balance), Georgia",Augusta-Richmond County consolidated government (balance), Georgia,2010,84495,96000.0,710.0,70655,13840,39924,30731,2.6,6418.0,5553.0,11992.0,13088.0,14480.0,14575.0,7496.0,4410.0,6483.0,84495.0
"Columbus city, Georgia",Columbus city, Georgia,2010,82739,135100.0,758.0,72407,10332,39184,33223,2.43,8521.0,6843.0,8024.0,9741.0,13991.0,13431.0,12857.0,4533.0,4798.0,82739.0
"Johns Creek city, Georgia",Johns Creek city, Georgia,2010,26249,332900.0,1225.0,25162,1087,20242,4920,3.0,2467.0,2022.0,14826.0,6448.0,388.0,98.0,0.0,0.0,0.0,26249.0
"Macon city, Georgia",Macon city, Georgia,2010,44778,91200.0,657.0,34664,10114,16543,18121,2.47,841.0,481.0,2811.0,3307.0,9766.0,12572.0,8565.0,3386.0,3049.0,44778.0
"Roswell city, Georgia",Roswell city, Georgia,2010,38884,291700.0,1012.0,34881,4003,23379,11502,2.58,1964.0,3106.0,9367.0,14180.0,8450.0,1156.0,346.0,155.0,160.0,38884.0
"Sandy Springs city, Georgia",Sandy Springs city, Georgia,2010,47690,409800.0,940.0,39986,7704,19368,20618,2.41,1370.0,2941.0,9375.0,13929.0,10408.0,6375.0,2719.0,369.0,204.0,47690.0
"Savannah city, Georgia",Savannah city, Georgia,2010,61111,152300.0,819.0,52141,8970,23802,28339,2.41,4948.0,2920.0,4939.0,6408.0,10778.0,8742.0,8884.0,4848.0,8644.0,61111.0
"Warner Robins city, Georgia",Warner Robins city, Georgia,2010,29803,109300.0,812.0,25046,4757,14191,10855,2.61,2966.0,5385.0,4398.0,3323.0,5772.0,4706.0,2852.0,309.0,92.0,29803.0
"Urban Honolulu CDP, Hawaii",Urban Honolulu CDP, Hawaii,2010,143785,561100.0,1171.0,129012,14773,57052,71960,2.68,6900.0,3630.0,11955.0,13445.0,36821.0,33544.0,18638.0,8732.0,10120.0,143785.0
"Boise City city, Idaho",Boise City city, Idaho,2010,93126,188900.0,718.0,87225,5901,50956,36269,2.42,4318.0,9301.0,21123.0,13309.0,18905.0,6055.0,8576.0,4637.0,6902.0,93126.0
"Meridian city, Idaho",Meridian city, Idaho,2010,27948,190400.0,965.0,26032,1916,19653,6379,2.91,6906.0,6803.0,10513.0,1039.0,1678.0,291.0,405.0,114.0,199.0,27948.0
"Nampa city, Idaho",Nampa city, Idaho,2010,28913,124100.0,780.0,25757,3156,17070,8687,3.02,3660.0,6643.0,7173.0,1320.0,3413.0,871.0,1529.0,2075.0,2229.0,28913.0
"Arlington Heights village, Illinois",Arlington Heights village, Illinois,2010,33547,327900.0,1125.0,32204,1343,24318,7886,2.48,169.0,963.0,2462.0,5095.0,8592.0,8325.0,5360.0,1436.0,1145.0,33547.0
"Aurora city, Illinois",Aurora city, Illinois,2010,64513,197900.0,989.0,59663,4850,40911,18752,3.29,4114.0,9420.0,13395.0,5683.0,6026.0,5146.0,5823.0,2671.0,12235.0,64513.0
"Bloomington city, Illinois",Bloomington city, Illinois,2010,33347,161200.0,736.0,29314,4033,18972,10342,2.7,1170.0,3469.0,8142.0,4313.0,5136.0,1737.0,2092.0,1128.0,6160.0,33347.0
"Bolingbrook village, Illinois",Bolingbrook village, Illinois,2010,23337,225600.0,1270.0,21974,1363,18880,3094,3.28,1348.0,3621.0,5958.0,2292.0,6683.0,2367.0,529.0,113.0,426.0,23337.0
"Champaign city, Illinois",Champaign city, Illinois,2010,35031,156900.0,722.0,31101,3930,14615,16486,2.41,3331.0,2702.0,4107.0,4040.0,5242.0,5099.0,3549.0,2504.0,4457.0,35031.0
"Chicago city, Illinois",Chicago city, Illinois,2010,1189053,244900.0,904.0,1014576,174477,465248,549328,2.78,48305.0,54317.0,47550.0,41216.0,79196.0,109436.0,156877.0,108262.0,543894.0,1189053.0
"Cicero town, Illinois",Cicero town, Illinois,2010,24346,173200.0,782.0,22037,2309,11587,10450,4.16,99.0,0.0,659.0,353.0,417.0,715.0,2595.0,2325.0,17183.0,24346.0
"Decatur city, Illinois",Decatur city, Illinois,2010,36364,83500.0,609.0,31966,4398,19363,12603,2.38,1172.0,1174.0,1834.0,3066.0,5791.0,4371.0,7462.0,3907.0,7587.0,36364.0
"Elgin city, Illinois",Elgin city, Illinois,2010,38126,193400.0,865.0,35124,3002,26105,9019,2.93,4626.0,2298.0,5332.0,2635.0,5651.0,3708.0,3834.0,1879.0,8163.0,38126.0
"Evanston city, Illinois",Evanston city, Illinois,2010,31934,366400.0,1150.0,27908,4026,15334,12574,2.65,972.0,1366.0,1123.0,1109.0,1670.0,3069.0,4583.0,1709.0,16333.0,31934.0
"Joliet city, Illinois",Joliet city, Illinois,2010,51841,174000.0,831.0,48208,3633,32960,15248,3.08,4561.0,7368.0,9883.0,1951.0,4845.0,4553.0,5226.0,3797.0,9657.0,51841.0
"Naperville city, Illinois",Naperville city, Illinois,2010,52341,394000.0,1194.0,49387,2954,36215,13172,3.03,2286.0,5926.0,13585.0,14552.0,9184.0,2439.0,2412.0,157.0,1800.0,52341.0
"Palatine village, Illinois",Palatine village, Illinois,2010,27956,291500.0,1013.0,25243,2713,18168,7075,2.63,971.0,1589.0,2745.0,6146.0,7564.0,5399.0,1985.0,653.0,904.0,27956.0
